22,22,19,19,19,74,74,19,19,19,22,19,22,19,22,22
22,23,19,19,19,74,74,19,19,19,22,19,22,19,21,22
19,19,19,19,19,74,74,19,19,19,19,19,19,19,19,19
19,19,19,19,19,74,74,19,19,19,64,19,19,19,19,19
19,19,19,19,19,74,74,19,19,19,19,19,64,19,19,19
19,19,19,19,19,72,72,19,19,19,64,19,19,19,19,19
19,19,19,19,19,74,74,19,19,19,19,19,64,19,19,19
19,19,19,19,19,74,74,19,19,19,64,19,19,19,19,19
19,19,19,19,19,74,74,19,19,19,19,19,19,19,19,19
14,14,14,15,19,77,77,51,14,14,14,14,14,14,14,14
22,22,22,22,19,77,77,54,22,22,22,22,22,22,22,22
