74,97,97,97,97,97,97,97,97,97,97,97,97,97,97,74
74,97,97,97,97,97,97,97,97,97,97,97,97,97,97,74
74,97,19,19,19,19,19,19,19,19,19,19,19,19,97,74
74,97,19,19,39,92,19,39,56,92,19,39,92,19,97,74
74,97,19,19,91,40,19,91,12,40,19,91,40,19,97,74
74,97,19,19,19,19,19,19,19,19,19,19,19,19,97,74
74,97,19,19,19,19,19,19,19,19,19,19,19,19,97,74
74,97,19,19,19,19,19,19,19,19,19,19,19,19,97,74
74,97,19,19,19,19,19,19,19,19,19,19,19,19,97,74
74,97,89,89,89,89,89,89,71,89,89,89,89,89,97,74
74,97,97,97,97,97,97,97,71,97,97,97,97,97,97,74
