28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
28,28,10,10,10,10,10,10,10,10,10,28,28,28,28,28
28,28,10,25,26,10,10,25,24,10,10,28,28,28,28,28
28,28,10,10,10,10,10,10,10,10,10,10,28,28,28,28
28,28,10,10,10,10,10,10,10,10,10,10,28,28,28,28
28,28,28,10,12,13,10,10,26,10,10,10,28,28,28,28
28,28,28,10,14,14,10,10,10,25,24,10,28,28,28,28
28,28,28,28,26,10,10,10,10,10,10,10,10,28,28,28
28,28,28,28,10,10,10,10,17,10,10,10,26,10,28,28
28,28,28,28,28,28,28,10,10,10,10,10,10,10,28,28
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
